Cluster threshold 900,Start time,Stop time,Frequency,Cut off threshold
2.8795,0.0,60.0,0.21666666666666667,"[1200, 'r']"
3.2185,,,,
12.897,,,,
32.9297,,,,
34.0016,,,,
34.1395,,,,
34.1486,,,,
54.6706,,,,
58.9614,,,,
58.9706,,,,
59.5092,,,,
59.6333,,,,
59.8105,,,,
